Taxon,Category,Associated crop type general,Associated crop type specific,Genus,Associated crop,SRSex,GRSex,ERSex,FCSex,FCSex priority category,SRSin,GRSin,ERSin,FCSin,FCSin priority category,FCSex value,FCSin value,FCSc_min,FCSc_max,FCSc mean,FCSc_min priority category,FCSc_max priority category,FCSc mean priority category,EOO status,AOO status,Combined threat assessment status,file_path
Ficus citrifolia,(1)C,Food,Fruits,Ficus,Fig,0.79086116,0.0,0.0,0.263620387,HP,25.0,16.94627935,100.0,47.31542645,MP,0.263620387,47.31542645,0.263620387,47.31542645,23.78952342,HP,MP,HP,Least Concern (LC),Possible Near Threatened (NT),Possible Near Threatened (NT),./compiledSummaryDocs/Ficus/Ficus citrifolia_Run20200203_2020-07-28.html
Fragaria cascadensis,(1)A,Food,Fruits,Fragaria,Strawberry,81.53846154,96.87808665,100.0,92.80551606,SC,40.22988506,30.29031783,66.66666667,45.72895652,MP,92.80551606,45.72895652,45.72895652,92.80551606,69.26723629,MP,SC,LP,Vulnerable (VU),Possible Near Threatened (NT),Vulnerable (VU),./compiledSummaryDocs/Fragaria/Fragaria cascadensis_Run20200203_2020-07-28.html
Fragaria chiloensis subsp. lucida,(1)A,Food,Fruits,Fragaria,Strawberry,53.48837209,42.23404039,100.0,65.24080416,LP,5.555555556,11.9223801,100.0,39.15931188,MP,65.24080416,39.15931188,39.15931188,65.24080416,52.20005802,MP,LP,LP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Fragaria/Fragaria chiloensis subsp. lucida_Run20200203_2020-07-28.html
Fragaria chiloensis subsp. pacifica,(1)A,Food,Fruits,Fragaria,Strawberry,21.00840336,19.11650943,44.44444444,28.18978575,MP,24.41860465,29.6597112,88.88888889,47.65573491,MP,28.18978575,47.65573491,28.18978575,47.65573491,37.92276033,MP,MP,MP,Least Concern (LC),Possible Near Threatened (NT),Possible Near Threatened (NT),./compiledSummaryDocs/Fragaria/Fragaria chiloensis subsp. pacifica_Run20200203_2020-07-28.html
Fragaria chiloensis subsp. sandwicensis,(1)A,Food,Fruits,Fragaria,Strawberry,50.0,0.0,0.0,16.66666667,HP,0.0,0.0,0.0,0.0,HP,16.66666667,0.0,0.0,16.66666667,8.333333332999999,HP,HP,HP,Endangered (EN),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Fragaria/Fragaria chiloensis subsp. sandwicensis_Run20200203_2020-07-28.html
Fragaria vesca f. albida,(1)B,Food,Fruits,Fragaria,Strawberry,0.0,0.0,0.0,0.0,HP,0.0,,,0.0,HP,0.0,0.0,0.0,0.0,0.0,HP,HP,HP,Critically Endangered (CR),Critically Endangered (CR),Critically Endangered (CR),
Fragaria vesca f. bracteata,(1)B,Food,Fruits,Fragaria,Strawberry,38.29787234,27.06378229,75.0,46.78721821,MP,19.35483871,13.68263201,90.47619048,41.1712204,MP,46.78721821,41.1712204,41.1712204,46.78721821,43.9792193,MP,MP,MP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Fragaria/Fragaria vesca f. bracteata_Run20200203_2020-07-28.html
Fragaria vesca f. helleri,(1)B,Food,Fruits,Fragaria,Strawberry,0.0,0.0,0.0,0.0,HP,0.0,,,0.0,HP,0.0,0.0,0.0,0.0,0.0,HP,HP,HP,Critically Endangered (CR),Critically Endangered (CR),Critically Endangered (CR),./compiledSummaryDocs/Fragaria/Fragaria vesca f. helleri_Run20200203_2020-07-28.html
Fragaria vesca subsp. americana,(1)B,Food,Fruits,Fragaria,Strawberry,2.189781022,0.67821258,33.33333333,12.06710898,HP,10.9375,4.705462967,95.0,36.88098766,MP,12.06710898,36.88098766,12.06710898,36.88098766,24.47404832,HP,MP,HP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Fragaria/Fragaria vesca subsp. americana_Run20200203_2020-07-28.html
Fragaria vesca subsp. bracteata,(1)B,Food,Fruits,Fragaria,Strawberry,0.189035917,0.583533392,13.04347826,4.60534919,HP,16.80960549,14.07860402,100.0,43.62940317,MP,4.60534919,43.62940317,4.60534919,43.62940317,24.11737618,HP,MP,HP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Fragaria/Fragaria vesca subsp. bracteata_Run20200203_2020-07-28.html
Fragaria vesca subsp. californica,(1)B,Food,Fruits,Fragaria,Strawberry,5.6,3.062187408,25.0,11.22072914,HP,20.45454545,21.98159552,100.0,47.47871366,MP,11.22072914,47.47871366,11.22072914,47.47871366,29.3497214,HP,MP,MP,Least Concern (LC),Possible Near Threatened (NT),Possible Near Threatened (NT),./compiledSummaryDocs/Fragaria/Fragaria vesca subsp. californica_Run20200203_2020-07-28.html
Fragaria virginiana subsp. glauca,(1)A,Food,Fruits,Fragaria,Strawberry,5.813953487999999,11.91094706,54.54545455,24.09011836,HP,21.28603104,14.79360646,96.2962963,44.12531127,MP,24.09011836,44.12531127,24.09011836,44.12531127,34.10771481,HP,MP,MP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Fragaria/Fragaria virginiana subsp. glauca_Run20200203_2020-07-28.html
Fragaria virginiana subsp. grayana,(1)A,Food,Fruits,Fragaria,Strawberry,42.5,14.28157556,37.5,31.42719185,MP,2.469135802,1.848719466,100.0,34.77261842,MP,31.42719185,34.77261842,31.42719185,34.77261842,33.09990514,MP,MP,MP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Fragaria/Fragaria virginiana subsp. grayana_Run20200203_2020-07-28.html
Fragaria virginiana subsp. platypetala,(1)A,Food,Fruits,Fragaria,Strawberry,6.286836935,23.21255592,52.38095238,27.29344841,MP,15.40084388,13.57881928,94.73684211,41.23883509,MP,27.29344841,41.23883509,27.29344841,41.23883509,34.26614175,MP,MP,MP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Fragaria/Fragaria virginiana subsp. platypetala_Run20200203_2020-07-28.html
Fragaria virginiana subsp. virginiana,(1)A,Food,Fruits,Fragaria,Strawberry,73.03664921,21.43952353,77.77777778,57.41798351,LP,6.12244898,3.269705764,100.0,36.46405158,MP,57.41798351,36.46405158,36.46405158,57.41798351,46.94101754,MP,LP,MP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Fragaria/Fragaria virginiana subsp. virginiana_Run20200203_2020-07-28.html
Fragaria x ananassa nothosubsp. cuneifolia,(1)A,Food,Fruits,Fragaria,Strawberry,100.0,34.37703856,87.5,73.95901285,LP,2.777777778,7.41311671,85.71428571,31.9683934,MP,73.95901285,31.9683934,31.9683934,73.95901285,52.96370313,MP,LP,LP,Least Concern (LC),Possible Near Threatened (NT),Possible Near Threatened (NT),./compiledSummaryDocs/Fragaria/Fragaria x ananassa nothosubsp. cuneifolia_Run20200203_2020-07-28.html
Fragaria x bringhurstii,(1)A,Food,Fruits,Fragaria,Strawberry,100.0,0.0,0.0,33.33333333,MP,0.0,,,0.0,HP,33.33333333,0.0,0.0,33.33333333,16.66666667,HP,MP,HP,Critically Endangered (CR),Endangered (EN),Critically Endangered (CR),./compiledSummaryDocs/Fragaria/Fragaria x bringhurstii_Run20200203_2020-07-28.html
Gossypium hirsutum,(1)A,Material and industrial,Fibers,Gossypium,Cotton (upland),100.0,3.316190709,4.918032787,36.0780745,MP,0.293255132,13.99665856,75.0,29.76330456,MP,36.0780745,29.76330456,29.76330456,36.0780745,32.92068953,MP,MP,MP,Critically Endangered (CR),Endangered (EN),Critically Endangered (CR),./compiledSummaryDocs/Gossypium/Gossypium hirsutum_Run20200203_2020-07-28.html
Gossypium thurberi,(1)B,Material and industrial,Fibers,Gossypium,Cotton (upland),11.46953405,15.28958472,40.0,22.25303959,HP,18.28908555,10.36176267,75.0,34.55028274,MP,22.25303959,34.55028274,22.25303959,34.55028274,28.40166116,HP,MP,MP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Gossypium/Gossypium thurberi_Run20200203_2020-07-28.html
Gossypium tomentosum,(1)A,Material and industrial,Fibers,Gossypium,Cotton (upland),22.68041237,0.0,0.0,7.560137457000001,HP,0.0,0.0,0.0,0.0,HP,7.560137457000001,0.0,0.0,7.560137457000001,3.780068729,HP,HP,HP,Endangered (EN),Vulnerable (VU),Endangered (EN),./compiledSummaryDocs/Gossypium/Gossypium tomentosum_Run20200203_2020-07-28.html
Helianthus agrestis,(1)B,Food,Oils,Helianthus,Sunflower,13.92405063,57.61734689,66.66666667,46.06935473,MP,3.225806452,9.058651688,66.66666667,26.317041600000003,MP,46.06935473,26.317041600000003,26.317041600000003,46.06935473,36.19319817,MP,MP,MP,Least Concern (LC),Possible Near Threatened (NT),Possible Near Threatened (NT),./compiledSummaryDocs/Helianthus/Helianthus agrestis_Run20200203_2020-07-28.html
Helianthus angustifolius,(1)B,Food,Oils,Helianthus,Sunflower,1.742738589,17.92851519,65.0,28.22375126,MP,8.71886121,5.019475707,94.73684211,36.15839301,MP,28.22375126,36.15839301,28.22375126,36.15839301,32.19107213,MP,MP,MP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Helianthus/Helianthus angustifolius_Run20200203_2020-07-28.html
Helianthus annuus,(1)A,Food,Oils,Helianthus,Sunflower,61.3594313,50.39715772,54.16666667,55.30775189,LP,7.811934901,8.101368981,88.88888889,34.93406426,MP,55.30775189,34.93406426,34.93406426,55.30775189,45.12090808,MP,LP,MP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Helianthus/Helianthus annuus_Run20200203_2020-07-28.html
Helianthus anomalus,(1)A,Food,Oils,Helianthus,Sunflower,9.090909091,34.78721836,50.0,31.29270915,MP,5.93220339,12.76317113,83.33333333,34.00956928,MP,31.29270915,34.00956928,31.29270915,34.00956928,32.65113922,MP,MP,MP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Helianthus/Helianthus anomalus_Run20200203_2020-07-28.html
Helianthus argophyllus,(1)A,Food,Oils,Helianthus,Sunflower,58.41584158,90.94320202,80.0,76.45301454,SC,10.89108911,8.552533454,75.0,31.48120752,MP,76.45301454,31.48120752,31.48120752,76.45301454,53.96711103,MP,SC,LP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Helianthus/Helianthus argophyllus_Run20200203_2020-07-28.html
Helianthus arizonensis,(1)B,Food,Oils,Helianthus,Sunflower,7.894736842,4.828660436,50.0,20.90779909,HP,0.0,3.874709647,66.66666667,23.5137921,HP,20.90779909,23.5137921,20.90779909,23.5137921,22.2107956,HP,HP,HP,Vulnerable (VU),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Helianthus/Helianthus arizonensis_Run20200203_2020-07-28.html
Helianthus atrorubens,(1)B,Food,Oils,Helianthus,Sunflower,1.465201465,13.58343686,60.0,25.01621277,MP,7.373271889,4.210581652,100.0,37.19461785,MP,25.01621277,37.19461785,25.01621277,37.19461785,31.10541531,MP,MP,MP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Helianthus/Helianthus atrorubens_Run20200203_2020-07-28.html
Helianthus bolanderi,(1)A,Food,Oils,Helianthus,Sunflower,4.886561955,27.8125915,80.0,37.56638449,MP,8.620689655,6.866297753,90.0,35.16232914,MP,37.56638449,35.16232914,35.16232914,37.56638449,36.36435681,MP,MP,MP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Helianthus/Helianthus bolanderi_Run20200203_2020-07-28.html
Helianthus californicus,(1)B,Food,Oils,Helianthus,Sunflower,7.01754386,38.86463201,75.0,40.29405862,MP,21.07843137,13.06561562,100.0,44.71468233,MP,40.29405862,44.71468233,40.29405862,44.71468233,42.50437048,MP,MP,MP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Helianthus/Helianthus californicus_Run20200203_2020-07-28.html
Helianthus carnosus,(1)B,Food,Oils,Helianthus,Sunflower,17.39130435,100.0,100.0,72.46376812,LP,0.0,2.8255738860000004,100.0,34.2751913,MP,72.46376812,34.2751913,34.2751913,72.46376812,53.36947971,MP,LP,LP,Endangered (EN),Vulnerable (VU),Endangered (EN),./compiledSummaryDocs/Helianthus/Helianthus carnosus_Run20200203_2020-07-28.html
Helianthus ciliaris,(1)B,Food,Oils,Helianthus,Sunflower,3.883495146000001,27.67765522,46.15384615,25.90499884,MP,4.926108374,3.4093062460000003,70.0,26.11180487,MP,25.90499884,26.11180487,25.90499884,26.11180487,26.00840186,MP,MP,MP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Helianthus/Helianthus ciliaris_Run20200203_2020-07-28.html
Helianthus cusickii,(1)B,Food,Oils,Helianthus,Sunflower,4.938271605,36.62997977,50.0,30.52275046,MP,18.18181818,10.5342794,90.0,39.57203253,MP,30.52275046,39.57203253,30.52275046,39.57203253,35.04739149,MP,MP,MP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Helianthus/Helianthus cusickii_Run20200203_2020-07-28.html
Helianthus debilis subsp. cucumerifolius,(1)A,Food,Oils,Helianthus,Sunflower,5.035971223,17.66145218,83.33333333,35.34358558,MP,1.818181818,0.974674129,83.33333333,28.70872976,MP,35.34358558,28.70872976,28.70872976,35.34358558,32.02615767,MP,MP,MP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Helianthus/Helianthus debilis subsp. cucumerifolius_Run20200203_2020-07-28.html
Helianthus debilis subsp. debilis,(1)A,Food,Oils,Helianthus,Sunflower,9.655172413999999,68.3955437,100.0,59.3502387,LP,11.53846154,10.45963465,100.0,40.66603206,MP,59.3502387,40.66603206,40.66603206,59.3502387,50.00813538,MP,LP,LP,Least Concern (LC),Possible Near Threatened (NT),Possible Near Threatened (NT),./compiledSummaryDocs/Helianthus/Helianthus debilis subsp. debilis_Run20200203_2020-07-28.html
Helianthus debilis subsp. silvestris,(1)A,Food,Oils,Helianthus,Sunflower,25.47169811,34.0499245,100.0,53.17387420000001,LP,1.886792453,0.449900221,50.0,17.44556422,HP,53.17387420000001,17.44556422,17.44556422,53.17387420000001,35.30971921,HP,LP,MP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Helianthus/Helianthus debilis subsp. silvestris_Run20200203_2020-07-28.html
Helianthus debilis subsp. tardiflorus,(1)A,Food,Oils,Helianthus,Sunflower,44.11764706,29.86893526,100.0,57.99552744,LP,0.0,13.72268989,100.0,37.9075633,MP,57.99552744,37.9075633,37.9075633,57.99552744,47.95154537,MP,LP,MP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Helianthus/Helianthus debilis subsp. tardiflorus_Run20200203_2020-07-28.html
Helianthus debilis subsp. vestitus,(1)A,Food,Oils,Helianthus,Sunflower,12.5,34.93098335,50.0,32.47699445,MP,0.0,5.300148219,50.0,18.43338274,HP,32.47699445,18.43338274,18.43338274,32.47699445,25.455188600000003,HP,MP,MP,Endangered (EN),Vulnerable (VU),Endangered (EN),./compiledSummaryDocs/Helianthus/Helianthus debilis subsp. vestitus_Run20200203_2020-07-28.html
Helianthus decapetalus,(1)B,Food,Oils,Helianthus,Sunflower,1.682986536,17.60112458,47.82608696,22.37006602,HP,6.354009077000001,4.2374006930000006,100.0,36.86380326,MP,22.37006602,36.86380326,22.37006602,36.86380326,29.61693464,HP,MP,MP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Helianthus/Helianthus decapetalus_Run20200203_2020-07-28.html
Helianthus deserticola,(1)A,Food,Oils,Helianthus,Sunflower,22.88135593,65.79082702,100.0,62.89072765,LP,10.52631579,20.17074145,100.0,43.56568574,MP,62.89072765,43.56568574,43.56568574,62.89072765,53.2282067,MP,LP,LP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Helianthus/Helianthus deserticola_Run20200203_2020-07-28.html
Helianthus divaricatus,(1)B,Food,Oils,Helianthus,Sunflower,1.685684647,9.626330461,57.69230769,23.00144093,HP,6.25,3.653336271,91.66666667,33.85666765,MP,23.00144093,33.85666765,23.00144093,33.85666765,28.42905429,HP,MP,MP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Helianthus/Helianthus divaricatus_Run20200203_2020-07-28.html
Helianthus eggertii,(1)B,Food,Oils,Helianthus,Sunflower,13.98176292,76.57856094,100.0,63.52010795,LP,4.0,1.84398161,100.0,35.28132720000001,MP,63.52010795,35.28132720000001,35.28132720000001,63.52010795,49.40071758,MP,LP,MP,Possible Near Threatened (NT),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Helianthus/Helianthus eggertii_Run20200203_2020-07-28.html
Helianthus exilis,(1)A,Food,Oils,Helianthus,Sunflower,34.782608700000004,77.32007576,83.33333333,65.14533926,LP,6.329113924,6.550053861,100.0,37.62638926,MP,65.14533926,37.62638926,37.62638926,65.14533926,51.38586426,MP,LP,LP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Helianthus/Helianthus exilis_Run20200203_2020-07-28.html
Helianthus floridanus,(1)B,Food,Oils,Helianthus,Sunflower,3.03030303,42.713259,75.0,40.24785401,MP,6.666666667,6.936722422000001,100.0,37.86779636,MP,40.24785401,37.86779636,37.86779636,40.24785401,39.05782519,MP,MP,MP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Helianthus/Helianthus floridanus_Run20200203_2020-07-28.html
Helianthus giganteus,(1)B,Food,Oils,Helianthus,Sunflower,2.266666667,8.915980692,81.25,30.81088245,MP,7.142857143,3.591489236,100.0,36.91144879,MP,30.81088245,36.91144879,30.81088245,36.91144879,33.86116562,MP,MP,MP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Helianthus/Helianthus giganteus_Run20200203_2020-07-28.html
Helianthus glaucophyllus,(1)B,Food,Oils,Helianthus,Sunflower,9.090909091,60.51049777,100.0,56.53380229,LP,19.23076923,18.77925078,100.0,46.00334,MP,56.53380229,46.00334,46.00334,56.53380229,51.26857115,MP,LP,LP,Vulnerable (VU),Possible Near Threatened (NT),Vulnerable (VU),./compiledSummaryDocs/Helianthus/Helianthus glaucophyllus_Run20200203_2020-07-28.html
Helianthus gracilentus,(1)B,Food,Oils,Helianthus,Sunflower,1.779141104,56.82918954,50.0,36.20277688,MP,13.8427464,15.25969138,80.0,36.36747926,MP,36.20277688,36.36747926,36.20277688,36.36747926,36.28512807,MP,MP,MP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Helianthus/Helianthus gracilentus_Run20200203_2020-07-28.html
Helianthus grosseserratus,(1)B,Food,Oils,Helianthus,Sunflower,3.188957639,16.59804194,56.0,25.26233319,MP,2.807775378,2.511997852,90.0,31.77325774,MP,25.26233319,31.77325774,25.26233319,31.77325774,28.51779547,MP,MP,MP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Helianthus/Helianthus grosseserratus_Run20200203_2020-07-28.html
Helianthus heterophyllus,(1)B,Food,Oils,Helianthus,Sunflower,2.929936306,60.07691689,42.85714286,35.28799868,MP,15.27777778,6.413359022000001,60.0,27.23037893,MP,35.28799868,27.23037893,27.23037893,35.28799868,31.25918881,MP,MP,MP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Helianthus/Helianthus heterophyllus_Run20200203_2020-07-28.html
Helianthus hirsutus,(1)B,Food,Oils,Helianthus,Sunflower,0.985792983,3.529339013,19.35483871,7.956656902000001,HP,6.550218341,3.415649865,88.88888889,32.9515857,MP,7.956656902000001,32.9515857,7.956656902000001,32.9515857,20.4541213,HP,MP,HP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Helianthus/Helianthus hirsutus_Run20200203_2020-07-28.html
Helianthus laciniatus,(1)B,Food,Oils,Helianthus,Sunflower,4.761904762,15.71508721,28.57142857,16.34947351,HP,2.325581395,3.693509059,100.0,35.33969682,MP,16.34947351,35.33969682,16.34947351,35.33969682,25.84458517,HP,MP,MP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Helianthus/Helianthus laciniatus_Run20200203_2020-07-28.html
Helianthus laevigatus,(1)B,Food,Oils,Helianthus,Sunflower,4.166666667,16.79634137,60.0,26.98766934,MP,9.803921569,4.6552816230000005,100.0,38.15306773,MP,26.98766934,38.15306773,26.98766934,38.15306773,32.57036854,MP,MP,MP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Helianthus/Helianthus laevigatus_Run20200203_2020-07-28.html
Helianthus longifolius,(1)B,Food,Oils,Helianthus,Sunflower,4.166666667,65.2536408,100.0,56.47343582,LP,0.0,3.408506837,66.66666667,23.35839117,HP,56.47343582,23.35839117,23.35839117,56.47343582,39.91591349,HP,LP,MP,Possible Near Threatened (NT),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Helianthus/Helianthus longifolius_Run20200203_2020-07-28.html
Helianthus maximiliani,(1)B,Food,Oils,Helianthus,Sunflower,7.034883721,11.88395901,43.33333333,20.75072535,HP,4.528301887,2.133838253,92.85714286,33.17309433,MP,20.75072535,33.17309433,20.75072535,33.17309433,26.96190984,HP,MP,MP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Helianthus/Helianthus maximiliani_Run20200203_2020-07-28.html
Helianthus microcephalus,(1)B,Food,Oils,Helianthus,Sunflower,0.955794504,5.597532784,43.75,16.76777576,HP,9.610983982,3.846241368,100.0,37.81907512,MP,16.76777576,37.81907512,16.76777576,37.81907512,27.29342544,HP,MP,MP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Helianthus/Helianthus microcephalus_Run20200203_2020-07-28.html
Helianthus mollis,(1)B,Food,Oils,Helianthus,Sunflower,3.94265233,10.9842841,47.36842105,20.76511916,HP,3.870967742,3.3734216710000005,83.33333333,30.19257425,MP,20.76511916,30.19257425,20.76511916,30.19257425,25.47884671,HP,MP,MP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Helianthus/Helianthus mollis_Run20200203_2020-07-28.html
Helianthus neglectus,(1)A,Food,Oils,Helianthus,Sunflower,100.0,61.17422181,50.0,70.39140727,LP,6.12244898,1.095808072,66.66666667,24.62830791,HP,70.39140727,24.62830791,24.62830791,70.39140727,47.50985759,HP,LP,MP,Least Concern (LC),Possible Near Threatened (NT),Possible Near Threatened (NT),./compiledSummaryDocs/Helianthus/Helianthus neglectus_Run20200203_2020-07-28.html
Helianthus niveus subsp. canescens,(1)A,Food,Oils,Helianthus,Sunflower,15.95092025,28.87102961,42.85714286,29.22636424,MP,36.93693694,20.00407744,100.0,52.31367146,LP,29.22636424,52.31367146,29.22636424,52.31367146,40.77001785,MP,LP,MP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Helianthus/Helianthus niveus subsp. canescens_Run20200203_2020-07-28.html
Helianthus niveus subsp. tephrodes,(1)A,Food,Oils,Helianthus,Sunflower,11.50442478,42.65330633,50.0,34.71924370000001,MP,12.67605634,29.25865904,100.0,47.31157179,MP,34.71924370000001,47.31157179,34.71924370000001,47.31157179,41.01540775,MP,MP,MP,Least Concern (LC),Possible Near Threatened (NT),Possible Near Threatened (NT),./compiledSummaryDocs/Helianthus/Helianthus niveus subsp. tephrodes_Run20200203_2020-07-28.html
Helianthus nuttallii subsp. nuttallii,(1)B,Food,Oils,Helianthus,Sunflower,7.387862797,12.04966914,47.36842105,22.268651,HP,8.837209302,8.420867347,94.73684211,37.33163958,MP,22.268651,37.33163958,22.268651,37.33163958,29.80014529,HP,MP,MP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Helianthus/Helianthus nuttallii subsp. nuttallii_Run20200203_2020-07-28.html
Helianthus nuttallii subsp. parishii,(1)B,Food,Oils,Helianthus,Sunflower,0.0,0.0,0.0,0.0,HP,0.0,0.0,0.0,0.0,HP,0.0,0.0,0.0,0.0,0.0,HP,HP,HP,Endangered (EN),Vulnerable (VU),Endangered (EN),./compiledSummaryDocs/Helianthus/Helianthus nuttallii subsp. parishii_Run20200203_2020-07-28.html
Helianthus nuttallii subsp. rydbergii,(1)B,Food,Oils,Helianthus,Sunflower,41.37931034,13.96250133,75.0,43.44727056,MP,0.0,3.332894963,100.0,34.44429832,MP,43.44727056,34.44429832,34.44429832,43.44727056,38.94578444,MP,MP,MP,Least Concern (LC),Possible Near Threatened (NT),Possible Near Threatened (NT),./compiledSummaryDocs/Helianthus/Helianthus nuttallii subsp. rydbergii_Run20200203_2020-07-28.html
Helianthus occidentalis subsp. occidentalis,(1)B,Food,Oils,Helianthus,Sunflower,0.6779661020000001,0.0,0.0,0.225988701,HP,13.04347826,1.542613286,100.0,38.19536385,MP,0.225988701,38.19536385,0.225988701,38.19536385,19.21067627,HP,MP,HP,Least Concern (LC),Possible Near Threatened (NT),Possible Near Threatened (NT),./compiledSummaryDocs/Helianthus/Helianthus occidentalis subsp. occidentalis_Run20200203_2020-07-28.html
Helianthus occidentalis subsp. plantagineus,(1)B,Food,Oils,Helianthus,Sunflower,18.18181818,44.26539773,71.42857143,44.62526245,MP,15.38461538,2.578415305,85.71428571,34.55910547,MP,44.62526245,34.55910547,34.55910547,44.62526245,39.59218396,MP,MP,MP,Least Concern (LC),Possible Near Threatened (NT),Possible Near Threatened (NT),./compiledSummaryDocs/Helianthus/Helianthus occidentalis subsp. plantagineus_Run20200203_2020-07-28.html
Helianthus paradoxus,(1)A,Food,Oils,Helianthus,Sunflower,15.38461538,33.97563133,60.0,36.45341557,MP,6.25,2.029374602,40.0,16.09312487,HP,36.45341557,16.09312487,16.09312487,36.45341557,26.27327022,HP,MP,MP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Helianthus/Helianthus paradoxus_Run20200203_2020-07-28.html
Helianthus pauciflorus subsp. pauciflorus,(1)B,Food,Oils,Helianthus,Sunflower,9.974424552,14.08232849,42.85714286,22.30463197,HP,4.054054054,1.549450751,78.57142857,28.05831113,MP,22.30463197,28.05831113,22.30463197,28.05831113,25.18147155,HP,MP,MP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Helianthus/Helianthus pauciflorus subsp. pauciflorus_Run20200203_2020-07-28.html
Helianthus pauciflorus subsp. subrhomboideus,(1)B,Food,Oils,Helianthus,Sunflower,5.7851239670000005,9.676312962,52.63157895,22.69767196,HP,7.228915662999999,4.2216751010000015,100.0,37.15019692,MP,22.69767196,37.15019692,22.69767196,37.15019692,29.92393444,HP,MP,MP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Helianthus/Helianthus pauciflorus subsp. subrhomboideus_Run20200203_2020-07-28.html
Helianthus petiolaris subsp. fallax,(1)A,Food,Oils,Helianthus,Sunflower,24.9070632,43.49806718,100.0,56.13504346,LP,9.547738693,9.47398143,100.0,39.67390671,MP,56.13504346,39.67390671,39.67390671,56.13504346,47.90447508,MP,LP,MP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Helianthus/Helianthus petiolaris subsp. fallax_Run20200203_2020-07-28.html
Helianthus petiolaris subsp. petiolaris,(1)A,Food,Oils,Helianthus,Sunflower,45.22292994,29.13090575,82.35294118,52.23559229,LP,3.03030303,1.398934673,87.5,30.64307923,MP,52.23559229,30.64307923,30.64307923,52.23559229,41.43933576,MP,LP,MP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Helianthus/Helianthus petiolaris subsp. petiolaris_Run20200203_2020-07-28.html
